"scientific_name","family","gbif_rec"
"Styrax cordatus (Ruiz & Pav.) A.DC.","Styracaceae","1"
"Styrax lauraceus Perkins","Styracaceae","1"
"Suessenguthia multisetosa (Rusby) Wassh. & J.R.I.Wood","Acanthaceae","1"
"Bactris paula L.H.Bailey","Arecaceae","1"
"Swartzia amplifolia var. rigida R.S.Cowan","Fabaceae","1"
"Acronia phyllocardioides (Schltr.) Luer","Orchidaceae","1"
"Bactris guineensis (L.) H.E.Moore","Arecaceae","1"
"Bactris brongniartii Mart.","Arecaceae","1"
"Swartzia myrtifolia Sm.","Fabaceae","1"
"Baccharis vacciniifolia Cuatrec.","Asteraceae","1"
"Baccharis tricuneata var. tolimensis (Hieron.) Cuatrec.","Asteraceae","1"
"Swartzia trianae Benth.","Fabaceae","1"
"Baccharis rupicola subsp. rupicola","Asteraceae","1"
"Baccharis pululahuensis Hieron.","Asteraceae","1"
"Syagrus romanzoffiana (Cham.) Glassman","Arecaceae","1"
"Baccharis paramicola Cuatrec.","Asteraceae","1"
"Baccharis mollis Kunth","Asteraceae","1"
"Symbolanthus vasculosus (Griseb.) Gilg","Gentianaceae","1"
"Baccharis lehmannii Klatt","Asteraceae","1"
"Symphonia globulifera var. globulifera","Clusiaceae","1"
"Baccharis genistelloides (Lam.) Pers.","Asteraceae","1"
"Symphyogyna aspera Steph. ex F.A.McCormick","Pallaviciniaceae","1"
"Baccharis buxifolia (Lam.) Pers.","Asteraceae","1"
"Symphyotrichum laeve (L.) Á.Löve & D.Löve","Asteraceae","1"
"Symphytum officinale L.","Boraginaceae","1"
"Acronia giraldoi (Luer) Luer","Orchidaceae","1"
"Symplocos fimbriata B.Ståhl","Symplocaceae","1"
"Baccharis barragensis Cuatrec.","Asteraceae","1"
"Acronia coriacardia (Rchb.f.) Luer","Orchidaceae","1"
"Azolla filiculoides Lam.","Salviniaceae","1"
"Symplocos serrulata Bonpl.","Symplocaceae","1"
"Synechanthus H.Wendl.","Arecaceae","1"
"Syngonium angustatum Schott","Araceae","1"
"Syngonium llanoense Croat","Araceae","1"
"Ayapana tovarensis (B.L.Rob.) R.M.King & H.Rob.","Asteraceae","1"
"Ayapana Spach","Asteraceae","1"
"Syrrhopodon fimbriatus Mitt.","Calymperaceae","1"
"Syrrhopodon hornschuchii Mart.","Calymperaceae","1"
"Syrrhopodon prolifer var. scaber (Mitt.) W.D.Reese","Calymperaceae","1"
"Axonopus affinis Chase","Poaceae","1"
"Axinaea fallax Gleason","Melastomataceae","1"
"Syzygiella sonderi (Gottsche) K.Feldberg, Váňa, Hentschel & Heinrichs","Adelanthaceae","1"
"Axinaea colombiana Lozano & Alvear","Melastomataceae","1"
"Tabebuia chrysantha subsp. pluvicola A.H.Gentry","Bignoniaceae","1"
"Tabebuia ochracea (Cham.) Standl.","Bignoniaceae","1"
"Tabebuia ochracea A.H.Gentry","Bignoniaceae","1"
"Acronia bivalvis (Lindl.) Luer","Orchidaceae","1"
"Xanthosoma gonzalezii Croat & Delannay","Araceae","1"
"Austroblechnum wardiae (Mickel & Beitel) Gasper & V.A.O.Dittrich","Blechnaceae","1"
"Xanthosoma guttatum Croat & D.C.Bay","Araceae","1"
"Acronia baudoensis (Luer & R.Escobar) Luer","Orchidaceae","1"
"Austroblechnum lehmannii (Hieron.) Gasper & V.A.O.Dittrich","Blechnaceae","1"
"Austroblechnum divergens (Kunze) Gasper & V.A.O.Dittrich","Blechnaceae","1"
"Auriculardisia Lundell","Primulaceae","1"
"Xanthosoma hylaeae Engl. & K.Krause","Araceae","1"
"Attalea victoriana Dugand","Arecaceae","1"
"Tachia parviflora Maguire & Weaver","Gentianaceae","1"
"Tachia pavonii Gilg","Gentianaceae","1"
"Tachigali Aubl.","Fabaceae","1"
"Xanthosoma mexicanum Liebm.","Araceae","1"
"Xanthosoma pailaense Croat & Delannay","Araceae","1"
"Tagetes elongata Willd.","Asteraceae","1"
"Attalea racemosa Spruce","Arecaceae","1"
"Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","Arecaceae","1"
"Tagetes verticillata Lag. & Rodr.","Asteraceae","1"
"Talauma hernandezii Lozano","Magnoliaceae","1"
"Talauma machechae (Lozano) Vázq.Avila","Magnoliaceae","1"
"Talinum fruticosum (L.) Juss.","Talinaceae","1"
"Athyrium Roth","Athyriaceae","1"
"Talinum paniculatum Ruiz & Pav.","Montiaceae","1"
"Talinum spathulatum A.Gray","Talinaceae","1"
"Talipariti tiliaceum var. pernambucense (Arruda) Fryxell","Malvaceae","1"
"Astrocaryum G.Mey.","Arecaceae","1"
"Talisia bullata Radlk.","Sapindaceae","1"
"Talisia croatii Acev.-Rodr.","Sapindaceae","1"
"Xanthosoma undipes (K.Koch & C.D.Bouché) K.Koch","Araceae","1"
"Talisia nervosa Radlk.","Sapindaceae","1"
"Astrephia chaerophylloides (Sm.) DC.","Caprifoliaceae","1"
"Tanaecium crucigerum Seem.","Bignoniaceae","1"
"Tapiria Juss., 1789","Anacardiaceae","1"
"Asterella P.Beauv.","Aytoniaceae","1"
"Asplundianthus R.M.King & H.Rob.","Asteraceae","1"
"Asplundianthus pseudostuebelii R.M.King & H.Rob.","Asteraceae","1"
"Asplundia vagans Harling","Cyclanthaceae","1"
"Tapura guianensis Aubl.","Dichapetalaceae","1"
"Zygia lehmannii (Harms) Britton & Rose","Fabaceae","1"
"Acmella brachyglossa Cass.","Asteraceae","1"
"Tarenaya parviflora (Kunth) Iltis","Cleomaceae","1"
"Xiphopteris daguensis (Hieron.) Copel.","Polypodiaceae","1"
"Tassadia kamaensis (Morillo) Morillo","Apocynaceae","1"
"Taxilejeunea (Spruce) Steph.","Lejeuneaceae","1"
"Taxiphyllum scalpellifolium (Müll.Hal.) Broth.","Hypnaceae","1"
"Asplundia schizotepala Harling","Cyclanthaceae","1"
"Tecoma Juss.","Bignoniaceae","1"
"Xylobium foveatum (Lindl.) G.Nicholson","Orchidaceae","1"
"Acmella alba (L'Hér.) Jansen","Asteraceae","1"
"Tectaria martinicensis (Spreng.) Copel.","Tectariaceae","1"
"Tectaria murilloana A.Rojas","Tectariaceae","1"
"Tectaria nicotianifolia (Baker) C.Chr.","Tectariaceae","1"
"Tectaria sodiroi (Baker) Maxon","Dryopteridaceae","1"
"Asplundia pittieri (Woodson) Harling","Cyclanthaceae","1"
"Telipogon antioquianus Rchb.f.","Orchidaceae","1"
"Acisanthera uniflora (Vahl) Gleason","Melastomataceae","1"
"Telipogon latifolius Kunth","Orchidaceae","1"
"Telipogon mariae P.Ortiz","Orchidaceae","1"
"Telipogon nervosus (L.) Druce","Orchidaceae","1"
"Telipogon pulcher Rchb.f.","Orchidaceae","1"
"Telipogon williamsii P.Ortiz","Orchidaceae","1"
"Tephrosia candida DC.","Fabaceae","1"
"Asplundia ecuadoriensis (Harling) Harling","Cyclanthaceae","1"
"Tephrosia hookeriana Wight & Arn.","Fabaceae","1"
"Tephrosia sessiliflora (Poir.) Hassl.","Fabaceae","1"
"Aciotis paludosa (Mart.) Triana","Melastomataceae","1"
"Asplundia cupulifera Harling","Cyclanthaceae","1"
"Asplundia albicarpa Hammel","Cyclanthaceae","1"
"Terminalia bucidoides Standl. & L.O.Williams","Combretaceae","1"
"Asplenium serra Langsd. & Fisch.","Aspleniaceae","1"
"Aciotis acuminifolia (DC.) Triana","Melastomataceae","1"
"Ternstroemia lehmannii (Hieron.) Urb.","Pentaphylacaceae","1"
"Ternstroemia macrocarpa Triana & Planch.","Pentaphylacaceae","1"
"Asplenium salicifolium L.","Aspleniaceae","1"
"Acineta hrubyana Rchb.f.","Orchidaceae","1"
"Acianthera Scheidw.","Orchidaceae","1"
"Asplenium rosenstockianum Brade","Aspleniaceae","1"
"Terpsichore semihirsuta (Klotzsch) A.R.Sm.","Polypodiaceae","1"
"Terpsichore taxifolia (L.) A.R.Sm.","Polypodiaceae","1"
"Asplenium radicans var. uniseriale (Raddi) L.D.Gómez","Aspleniaceae","1"
"Xylopia polyantha R.E.Fr.","Annonaceae","1"
"Acianthera polystachya (Ruiz & Pav.) Pupulin","Orchidaceae","1"
"Acianthera deserta (Luer & R.Vásquez) Luer","Orchidaceae","1"
"Tetrapanax papyrifer (Hook.) K.Koch","Araliaceae","1"
"Tetrapterys benthamii Triana & Planch.","Malpighiaceae","1"
"Tetrapterys brachyptera Mart. ex A.Juss.","Malpighiaceae","1"
"Tetrapterys calophylla var. glabrifolia Griseb.","Malpighiaceae","1"
"Acianthera capillaris (Lindl.) Pridgeon & M.W.Chase","Orchidaceae","1"
"Tetrapterys diptera Cuatrec.","Malpighiaceae","1"
"Tetrapterys jamesonii Turcz.","Malpighiaceae","1"
"Tetrapterys suaveolens A.Juss.","Malpighiaceae","1"
"Tetraspora Link ex Desvaux, 1818","Tetrasporaceae","1"
"Achyrocline satureioides (Lam.) DC.","Asteraceae","1"
"Asplenium raddianum Gaudich.","Aspleniaceae","1"
"Asplenium praemorsum Sw.","Aspleniaceae","1"
"Asplenium incurvatum Fée","Aspleniaceae","1"
"Thalictrum podocarpum Kunth ex DC.","Ranunculaceae","1"
"Thamniopsis colombica (R.S.Williams) B.H.Allen","Pilotrichaceae","1"
"Asplenium harpeodes Kunze","Aspleniaceae","1"
"Thamniopsis pendula (Hook.) M.Fleisch.","Pilotrichaceae","1"
"Thamniopsis purpureophylla (Müll.Hal. ex E.Britton) W.R.Buck","Pilotrichaceae","1"
"Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","Araceae","1"
"Thea sinensis L.","Theaceae","1"
"Asplenium fragrans Sw.","Aspleniaceae","1"
"Asplenium flabellulatum var. partitum Klotzsch","Aspleniaceae","1"
"Xylosma oligandra Donn.Sm.","Salicaceae","1"
"Thelypteris decussata var. velutina (Sodiro) A.R.Sm.","Thelypteridaceae","1"
"Thelypteris eggersii (Hieron.) C.F.Reed","Thelypteridaceae","1"
"Thelypteris ensiformis (C.Chr.) R.M.Tryon","Thelypteridaceae","1"
"Achyrocline Less., 1832","Asteraceae","1"
"Thelypteris funckii (Mett.) Alston","Thelypteridaceae","1"
"Asplenium cuneatum Lam.","Aspleniaceae","1"
"Xylosma tessmannii Sleumer","Salicaceae","1"
"Thelypteris leprieurii (Hook.) R.M.Tryon","Thelypteridaceae","1"
"Thelypteris lingulata (C.Chr.) C.V.Morton","Thelypteridaceae","1"
"Aspilia tenella (Kunth) S.F.Blake","Asteraceae","1"
"Aspidosperma subincanum Mart. ex A.DC.","Apocynaceae","1"
"Aspidosperma spruceanum Benth. ex Müll.Arg.","Apocynaceae","1"
"Abarema killipii (Britton & Rose) Barneby & J.W.Grimes","Fabaceae","1"
"Thelypteris patens var. smithiana Ponce","Thelypteridaceae","1"
"Thelypteris polyphlebia (C.Chr.) C.V.Morton","Thelypteridaceae","1"
"Themistoclesia alata Luteyn","Ericaceae","1"
"Themistoclesia anfracta (A.C.Sm.) Sleumer","Ericaceae","1"
"Aspidogyne robusta (C.Schweinf.) Garay","Orchidaceae","1"
"Achyrocline alata (Kunth) DC.","Asteraceae","1"
"Themistoclesia diazii Pedraza","Ericaceae","1"
"Themistoclesia diminuta Pedraza","Ericaceae","1"
"Themistoclesia epiphytica A.C.Sm.","Ericaceae","1"
"Themistoclesia mucronata (Benth.) Sleumer","Ericaceae","1"
"Asclepias L.","Apocynaceae","1"
"Artocarpus integer (Thunb.) Merr.","Moraceae","1"
"Theobroma capilliferum Cuatrec.","Malvaceae","1"
"Arthrostemma Ruiz & Pav.","Melastomataceae","1"
"Arthrostemma Pav. ex D.Don","Melastomataceae","1"
"Arthrostema Ruiz & Pav.","Melastomataceae","1"
"Arthrosia floribunda (Lindl.) Luer","Orchidaceae","1"
"Theophrastaceae","Primulaceae","1"
"Arracacia xanthorrhiza Bancr.","Apiaceae","1"
"Arrabidaea corallina (Jacq.) Sandwith","Bignoniaceae","1"
"Thevetia L.","Apocynaceae","1"
"Arrabidaea candicans (Rich.) DC.","Bignoniaceae","1"
"Thibaudia fallax A.C.Sm.","Ericaceae","1"
"Aristolochia pilosa Kunth","Aristolochiaceae","1"
"Aristolochia littoralis Parodi","Aristolochiaceae","1"
"Thibaudia parvifolia (Benth.) Hoerold","Ericaceae","1"
"Aristolochia inflata Kunth","Aristolochiaceae","1"
"Aristolochia anguicida Jacq.","Aristolochiaceae","1"
"Arisarum simorrhinum Durieu","Araceae","1"
"Xyris lacerata Pohl ex Seub.","Xyridaceae","1"
"Arenaria serpyllifolia L.","Caryophyllaceae","1"
"Thuja L.","Cupressaceae","1"
"Xyris subulata Ruiz & Pav.","Xyridaceae","1"
"Thunbergia erecta (Benth.) T.Anderson","Acanthaceae","1"
"Ardisia revoluta Kunth","Primulaceae","1"
"Thunbergia mysorensis (Wight) T.Anderson","Acanthaceae","1"
"Ardisia palmana Donn.Sm.","Primulaceae","1"
"Achyranthes aspera var. indica L.","Amaranthaceae","1"
"Thymus vulgaris L.","Lamiaceae","1"
"Thyrsacanthus tubaeformis (Bertol.) Nees","Acanthaceae","1"
"Thyrsodium Salzm. ex Benth.","Anacardiaceae","1"
"Ardisia foreroi Lundell","Primulaceae","1"
"Ardisia cogolloi Pipoly","Primulaceae","1"
"Ardisia anchicayana Ricketson & Pipoly","Primulaceae","1"
"Arcytophyllum thymifolium (Ruiz & Pav.) Standl.","Rubiaceae","1"
"Arcytophyllum Roem. & Schult.","Rubiaceae","1"
"Arcytophyllum capitatum (Benth.) K.Schum.","Rubiaceae","1"
"Arawakia rileyi (Cuatrec.) L.Marinho","Clusiaceae","1"
"Arawakia lanceolata (Cuatrec.) L.Marinho","Clusiaceae","1"
"Tilesia baccata (L.) Pruski","Asteraceae","1"
"Tilesia baccata var. baccata","Asteraceae","1"
"Achatocarpus pubescens C.H.Wright","Achatocarpaceae","1"
"Tillandsia adpressa André","Bromeliaceae","1"
"Tillandsia adpressiflora Mez","Bromeliaceae","1"
"Tillandsia balbisiana Schult. & Schult.f.","Bromeliaceae","1"
"Tillandsia bartramii Elliott","Bromeliaceae","1"
"Araucaria angustifolia (Bertol.) Kuntze","Araucariaceae","1"
"Achatocarpus praecox Griseb.","Achatocarpaceae","1"
"Tillandsia chontalensis Baker","Bromeliaceae","1"
"Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch","Bromeliaceae","1"
"Tillandsia delicatula L.B.Sm.","Bromeliaceae","1"
"Arachnothryx euryphylla (Standl.) Steyerm.","Rubiaceae","1"
"Tillandsia elongata var. elongata","Bromeliaceae","1"
"Tillandsia elongata var. subimbricata (Baker) L.B.Sm.","Bromeliaceae","1"
"Tillandsia fasciculata Sw.","Bromeliaceae","1"
"Tillandsia fasciculata var. fasciculata","Bromeliaceae","1"
"Arachniodes ochropteroides (Baker) Lellinger","Dryopteridaceae","1"
"Apteria aphylla (Nutt.) Barnhart ex Small","Burmanniaceae","1"
"Apium graveolens L.","Apiaceae","1"
"Aphelandra tetragona (Vahl) Nees","Acanthaceae","1"
"Tillandsia monadelpha (É.Morren) Baker","Bromeliaceae","1"
"Aphelandra straminea Leonard","Acanthaceae","1"
"Aphelandra sinclairiana Nees","Acanthaceae","1"
"Tillandsia rhomboidea André","Bromeliaceae","1"
"Tillandsia schiedeana Steud.","Bromeliaceae","1"
"Aphelandra scabra (Vahl) Sm.","Acanthaceae","1"
"Tillandsia valenzuelana A.Rich.","Bromeliaceae","1"
"Tinantia erecta (Jacq.) Fenzl","Commelinaceae","1"
"Apeiba tibourbou Aubl.","Malvaceae","1"
"Antigonon grandiflorum (Bertol.) B.L.Rob.","Polygonaceae","1"
"Antigonon Endl.","Polygonaceae","1"
"Antidaphne Poepp. & Endl.","Santalaceae","1"
"Anthurium vanderknaapii Croat","Araceae","1"
"Anthurium triphyllum (Willd. ex Schult.) Brongn. ex Schott","Araceae","1"
"Anthurium trinervium Kunth","Araceae","1"
"Tocoyena costanensis Steyerm.","Rubiaceae","1"
"Anthurium tremulum Sodiro","Araceae","1"
"Anthurium torremolinense Croat","Araceae","1"
"Tontelea emarginata A.C.Sm.","Celastraceae","1"
"Tontelea laxiflora (Benth.) A.C.Sm.","Celastraceae","1"
"Anthurium tenerum Engl.","Araceae","1"
"Acanthocereus pitajaya (DC.) Dugand ex Croizat","Cactaceae","1"
"Topobea barbata Gleason","Melastomataceae","1"
"Anthurium spathiphyllum N.E.Br.","Araceae","1"
"Topobea glabrescens Triana","Melastomataceae","1"
"Anthurium ramosii Croat","Araceae","1"
"Topobea longisepala Gleason","Melastomataceae","1"
"Topobea parasitica Aubl.","Melastomataceae","1"
"Anthurium quinindense Croat","Araceae","1"
"Topobea pubescens Gleason","Melastomataceae","1"
"Zamia paucifoliolata Calonje","Zamiaceae","1"
"Zantedeschia aethiopica (L.) Spreng.","Araceae","1"
"Topobea subsessiliflora Wurdack","Melastomataceae","1"
"Topobea superba Naudin","Melastomataceae","1"
"Anthurium punctitepalum Croat","Araceae","1"
"Tortula mniifolia (Sull.) Mitt.","Pottiaceae","1"
"Tournefortia angustiflora Ruiz & Pav.","Heliotropiaceae","1"
"Tournefortia brevilobata K.Krause","Heliotropiaceae","1"
"Tournefortia hispida Kunth","Heliotropiaceae","1"
"Anthurium pentaphyllum (Aubl.) G.Don","Araceae","1"
"Tournefortia obovata Killip","Heliotropiaceae","1"
"Tournefortia paniculata Cham.","Heliotropiaceae","1"
"Anthurium panduriforme var. sagittaria (Linden ex Schott) Engl.","Araceae","1"
"Tournefortia psilostachya Kunth","Heliotropiaceae","1"
"Anthurium oblongo-nitidus Croat","Araceae","1"
"Tournefortia volubilis L.","Heliotropiaceae","1"
"Anthurium nymphaefolium K.Koch & C.D.Bouché, 1853","Araceae","1"
"Anthurium noramurphiae Croat","Araceae","1"
"Tournefortiopsis reticulata Rusby","Rubiaceae","1"
"Tournefortiopsis Rusby","Rubiaceae","1"
"Tovaria pendula Ruiz & Pav.","Tovariaceae","1"
"Anthurium myosuroides Endl. ex Kunth, 1841","Araceae","1"
"Tovomita choisyana Planch. & Triana","Clusiaceae","1"
"Tovomita frigida Cuatrec.","Clusiaceae","1"
"Tovomita killipii Cuatrec.","Clusiaceae","1"
"Anthurium montanum Hemsl.","Araceae","1"
"Acalypha polystachya Jacq.","Euphorbiaceae","1"
"Marcgravia weberbaueri Gilg","Marcgraviaceae","1"
"Zanthoxylum caribaeum subsp. caribaeum","Rutaceae","1"
"Anthurium longicataphyllum Croat","Araceae","1"
"Anthurium longegeniculatum Engl.","Araceae","1"
"Tovomitopsis colombiana Cuatrec.","Clusiaceae","1"
"Anthurium lancea Sodiro","Araceae","1"
"Anthurium josei Croat","Araceae","1"
"Anthurium inzanum Engl.","Araceae","1"
"Toxicodendron wallichii (Hook.fil.) Kuntze","Anacardiaceae","1"
"Anthurium idmense K.Krause","Araceae","1"
"Trachycarpus fortunei (Hook.) H.Wendl.","Arecaceae","1"
"Trachypogon montufarii (Kunth) Nees","Poaceae","1"
"Trachypogon plumosus (Humb. & Bonpl. ex Willd.) Nees","Poaceae","1"
"Anthurium hygrophilum Engl.","Araceae","1"
"Anthurium holtonianum Schott","Araceae","1"
"Anthurium hodgei Croat, M.M.Mora & Oberle","Araceae","1"
"Anthurium heterobacca Croat & E.Calderón","Araceae","1"
"Acalypha ostryifolia Riddell ex J.M.Coult.","Euphorbiaceae","1"
"Zanthoxylum fagara subsp. fagara","Rutaceae","1"
"Tradescantia zebrina var. zebrina","Commelinaceae","1"
"Zanthoxylum formiciferum (Cuatrec.) P.G.Waterman","Rutaceae","1"
"Trattinnickia aspera (Standl.) Swart","Burseraceae","1"
"Trattinnickia lawrancei Standl.","Burseraceae","1"
"Trattinnickia rhoifolia var. willdenowii Engl.","Burseraceae","1"
"Trattinnickia Willd.","Burseraceae","1"
"Anthurium decipiens A.Hay & M.Cedeño","Araceae","1"
"Trentepohlia aurea (L.) C.F.P.Martius","Trentepohliaceae","1"
"Acalypha carpinifolia Poir.","Euphorbiaceae","1"
"Trianaea speciosa (Drake) Soler.","Solanaceae","1"
"Trianaeopiper confertinodum Trel. & Yunck.","Piperaceae","1"
"Acalypha alopecuroides Jacq.","Euphorbiaceae","1"
"Trichantha filifera Wiehler","Gesneriaceae","1"
"Anthurium crassisimum Croat","Araceae","1"
"Anthurium columbianum Engl.","Araceae","1"
"Anthurium caucanum var. maximum Engl.","Araceae","1"
"Anthurium carinatum Engl.","Araceae","1"
"Trichilia inaequilatera T.D.Penn.","Meliaceae","1"
"Zanthoxylum macrospermum Tul.","Rutaceae","1"
"Trichilia mazanensis J.F.Macbr.","Meliaceae","1"
"Anthurium breviscapum Kunth","Araceae","1"
"Anthurium brachypodum Sodiro","Araceae","1"
"Trichilia pleeana (A.Juss.) C.DC.","Meliaceae","1"
"Anthurium brachygonatum Schott","Araceae","1"
"Trichipteris microdonta (Desv.) R.M.Tryon","Cyatheaceae","1"
"Anthurium bayae Croat","Araceae","1"
"Acaena ovalifolia Ruiz & Pav.","Rosaceae","1"
"Trichocentrum nanum (Lindl.) M.W.Chase & N.H.Williams","Orchidaceae","1"
"Trichocentrum viridulum Pupulin","Orchidaceae","1"
"Trichocolea Dumort.","Trichocoleaceae","1"
"Trichocoleaceae","Trichocoleaceae","1"
"Anthurium aureum Engl.","Araceae","1"
"Trichodrymonia flava (Wiehler) M.M.Mora & J.L.Clark","Gesneriaceae","1"
"Anthurium antioquiense Engl.","Araceae","1"
"Acaena cylindristachya Ruiz & Pav.","Rosaceae","1"
"Anthurium angamarcanum Sodiro","Araceae","1"
"Trichomanes anadromum Rosenst.","Hymenophyllaceae","1"
"Anthurium acutibacca Croat & M.M.Mora","Araceae","1"
"Anthurium acutangulum Engl.","Araceae","1"
"Trichomanes cristatum Kaulf.","Hymenophyllaceae","1"
"Trichomanes curtii Rosenst.","Hymenophyllaceae","1"
"Anthurium acanthospadix Croat & Oberle","Araceae","1"
"Acaciella angustissima (Mill.) Britton & Rose","Fabaceae","1"
"Anthurium abelaezii Croat","Araceae","1"
"Trichomanes diaphanum Kunth","Hymenophyllaceae","1"
"Anthoxanthum L.","Poaceae","1"
"Acacia multipinnata Ducke","Fabaceae","1"
"Trichomanes kapplerianum J.W.Sturm","Hymenophyllaceae","1"
"Trichomanes killipii Weath.","Hymenophyllaceae","1"
"Trichomanes lucens Sw.","Hymenophyllaceae","1"
"Anthopteropsis A.C.Sm.","Ericaceae","1"
"Trichomanes osmundioides DC. ex Poir.","Hymenophyllaceae","1"
"Trichomanes pellucens Kunze","Hymenophyllaceae","1"
"Anomobryum Schimp.","Bryaceae","1"
"Anomobryum filiforme (Dicks.) Solms","Bryaceae","1"
"Trichomanes undulatum Sw.","Hymenophyllaceae","1"
"Laelia lueddemannii (Prill.) L.O.Williams","Orchidaceae","1"
"Laetia corymbulosa Spruce ex Benth.","Salicaceae","1"
"Laetia procera (Poepp.) Eichler","Salicaceae","1"
"Ladenbergia pavonii (Lamb.) Standl.","Rubiaceae","1"
"Ladenbergia pauciflora L.Andersson","Rubiaceae","1"
"Ladenbergia hookeriana (Wedd.) Standl.","Rubiaceae","1"
"Lacunaria Ducke","Quiinaceae","1"
"Lacmellea floribunda (Poepp.) Benth. & Hook.fil.","Apocynaceae","1"
"Lacmellea arborescens (Müll.Arg.) Markgr.","Apocynaceae","1"
"Lantana ×armata Schauer","Verbenaceae","1"
"Lantana camara subsp. aculeata (L.) R.W.Sanders","Verbenaceae","1"
"Lantana camara var. mutabilis (Hook.) L.H.Bailey","Verbenaceae","1"
"Lacistema pacificum Cuatrec.","Lacistemataceae","1"
"Lantana cujabensis Schauer","Verbenaceae","1"
"Lachemilla Rydb.","Rosaceae","1"
"Lantana glandulosissima Hayek","Verbenaceae","1"
"Lantana horrida Kunth","Verbenaceae","1"
"Lantana involucrata L.","Verbenaceae","1"
"Lachemilla pectinata (Kunth) Rothm.","Rosaceae","1"
"Lachemilla nivalis (Kunth) Rothm.","Rosaceae","1"
"Kyllinga sesquiflora Torr.","Cyperaceae","1"
"Laplacea Kunth","Theaceae","1"
"Larnax dilloniana S.Leiva, Quip. & N.W.Sawyer","Solanaceae","1"
"Anoectangium incrassatum Broth.","Pottiaceae","1"
"Larnax sachapapa Hunz.","Solanaceae","1"
"Kurzia flagellifera (Steph.) Grolle","Lepidoziaceae","1"
"Kohleria spicata (Kunth) Hanst.","Gesneriaceae","1"
"Kohleria hirsuta var. hirsuta","Gesneriaceae","1"
"Kohleria ferruginea Fritsch","Gesneriaceae","1"
"Lasiacis procerrima (Hack.) Hitchc.","Poaceae","1"
"Lasiacis procerrima (Hack.) Hitchc. ex Chase","Poaceae","1"
"Kohleria amabilis (Planch. & Linden) Fritsch","Gesneriaceae","1"
"Lastreopsis Ching","Dryopteridaceae","1"
