"scientific_name","family","taxonrank","gbif_rec"
"Meriania trianae (H.Karst.) Cogn.","Melastomataceae","SPECIES","1"
"Meriania versicolor L.Uribe","Melastomataceae","SPECIES","1"
"Merremia umbellata (L.) Hallier fil.","Convolvulaceae","SPECIES","1"
"Mesosphaerum pectinatum (L.) Kuntze","Lamiaceae","SPECIES","1"
"Meteoriaceae","Meteoriaceae","FAMILY","1"
"Meteorium nigrescens (Sw. ex Hedw.) Dozy & Molk.","Meteoriaceae","SPECIES","1"
"Mezobromelia bicolor L.B.Sm.","Bromeliaceae","SPECIES","1"
"Mezobromelia fulgens L.B.Sm.","Bromeliaceae","SPECIES","1"
"Miconia aeruginosa Naudin","Melastomataceae","SPECIES","1"
"Miconia affinis DC.","Melastomataceae","SPECIES","1"
"Miconia biappendiculata (Naudin) L.Uribe","Melastomataceae","SPECIES","1"
"Miconia costaricensis Cogn.","Melastomataceae","SPECIES","1"
"Miconia decurrens Cogn.","Melastomataceae","SPECIES","1"
"Miconia haughtii (Gleason) Wurdack","Melastomataceae","SPECIES","1"
"Miconia lacera (Bonpl.) Naudin","Melastomataceae","SPECIES","1"
"Miconia macrotis Cogn.","Melastomataceae","SPECIES","1"
"Miconia micrantha Cogn.","Melastomataceae","SPECIES","1"
"Miconia multiplinervia Cogn.","Melastomataceae","SPECIES","1"
"Miconia poecilantha L.Uribe","Melastomataceae","SPECIES","1"
"Miconia stenourea Triana","Melastomataceae","SPECIES","1"
"Miconia subseriata (Naudin) R.Goldenb. & Michelang.","Melastomataceae","SPECIES","1"
"Microchilus C.Presl","Orchidaceae","GENUS","1"
"Microchilus gentryi Ormerod","Orchidaceae","SPECIES","1"
"Microchilus zingarae Ormerod","Orchidaceae","SPECIES","1"
"Microgramma C.Presl","Polypodiaceae","GENUS","1"
"Microtea debilis Sw.","Microteaceae","SPECIES","1"
"Mikania lindleyana DC.","Asteraceae","SPECIES","1"
"Mikania lloensis Hieron.","Asteraceae","SPECIES","1"
"Mikania micrantha Kunth","Asteraceae","SPECIES","1"
"Mimosa sensitiva L.","Fabaceae","SPECIES","1"
"Mimosaceae","Fabaceae","FAMILY","1"
"Mittenothamnium Henn.","Hypnaceae","GENUS","1"
"Molineria latifolia (Dryand. ex W.T.Aiton) Herb. ex Kurz","Hypoxidaceae","SPECIES","1"
"Mollinedia ovata Ruiz & Pav.","Monimiaceae","SPECIES","1"
"Monimiaceae","Monimiaceae","FAMILY","1"
"Monnina cuspidata Benth.","Polygalaceae","SPECIES","1"
"Monnina floribunda Triana & Planch.","Polygalaceae","SPECIES","1"
"Monnina polystachya Ruiz & Pav.","Polygalaceae","SPECIES","1"
"Monnina Ruiz & Pav.","Polygalaceae","GENUS","1"
"Monochaetum hartwegianum Naudin","Melastomataceae","SPECIES","1"
"Moranopteris caucana (Hieron.) R.Y.Hirai & J.Prado","Polypodiaceae","SPECIES","1"
"Mucuna Adans.","Fabaceae","GENUS","1"
"Muehlenbeckia Meisn.","Polygonaceae","GENUS","1"
"Muehlenbeckia platyclados (F.Muell.) Meisn.","Polygonaceae","SPECIES","1"
"Mussaenda philippica A.Rich.","Rubiaceae","SPECIES","1"
"Myosotis azorica H.C.Watson ex Hook.","Boraginaceae","SPECIES","1"
"Myoxanthus Poepp. & Endl.","Orchidaceae","GENUS","1"
"Myrcia DC.","Myrtaceae","GENUS","1"
"Myrcia paivae O.Berg","Myrtaceae","SPECIES","1"
"Myrcia splendens (Sw.) DC.","Myrtaceae","SPECIES","1"
"Myrcia sylvatica (G.Mey.) DC.","Myrtaceae","SPECIES","1"
"Myrcianthes fragrans (Sw.) McVaugh","Myrtaceae","SPECIES","1"
"Myroxylon balsamum (L.) Harms","Fabaceae","SPECIES","1"
"Myrsine latifolia (Ruiz & Pav.) Spreng.","Primulaceae","SPECIES","1"
"Myrteola nummularia (Poir.) O.Berg","Myrtaceae","SPECIES","1"
"Myrteola O.Berg","Myrtaceae","GENUS","1"
"Myrtus communis L.","Myrtaceae","SPECIES","1"
"Nastus borbonicus J.F.Gmel.","Poaceae","SPECIES","1"
"Naucleopsis naga Pittier","Moraceae","SPECIES","1"
"Nectandra coriacea (Sw.) Griseb.","Lauraceae","SPECIES","1"
"Nectandra lineatifolia (Ruiz & Pav.) Mez","Lauraceae","SPECIES","1"
"Nectandra longifolia (Ruiz & Pav.) Nees","Lauraceae","SPECIES","1"
"Nectandra lucida (Schott) Nees","Lauraceae","SPECIES","1"
"Neomirandea parasitica (Klatt) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Neomirandea sciaphila (B.L.Rob.) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Neoregelia spectabilis (Antoine) L.B.Sm.","Bromeliaceae","SPECIES","1"
"Nepeta cataria L.","Lamiaceae","SPECIES","1"
"Nephrolepis exaltata (L.) Schott","Nephrolepidaceae","SPECIES","1"
"Nephrolepis falcata (Cav.) C.Chr.","Nephrolepidaceae","SPECIES","1"
"Nerium L.","Apocynaceae","GENUS","1"
"Nerium oleander var. album G.Lodd.","Apocynaceae","VARIETY","1"
"Nertera Banks ex Gaertn.","Rubiaceae","GENUS","1"
"Nertera granadensis (Mutis ex L.f.) Druce","Rubiaceae","SPECIES","1"
"Nicandra physalodes (L.) Gaertn.","Solanaceae","SPECIES","1"
"Nicotiana L.","Solanaceae","GENUS","1"
"Niphidium carinatum Lellinger","Polypodiaceae","SPECIES","1"
"Nothoceros vincentianus (Lehm. & Lindenb.) J.C.Villarreal","Dendrocerotaceae","SPECIES","1"
"Notopleura pithecobia (Standl.) C.M.Taylor","Rubiaceae","SPECIES","1"
"Nyctaginaceae","Nyctaginaceae","FAMILY","1"
"Ocotea balanocarpa (Ruiz & Pav.) Mez","Lauraceae","SPECIES","1"
"Ocotea duquei Sleumer ex O.Duque","Lauraceae","SPECIES","1"
"Ocotea macrophylla Kunth","Lauraceae","SPECIES","1"
"Ocotea valeriana (Standl.) W.C.Burger","Lauraceae","SPECIES","1"
"Odontocarya Miers","Menispermaceae","GENUS","1"
"Odontonema tubaeforme (Bertol.) Kuntze","Acanthaceae","SPECIES","1"
"Oncidium chrysomorphum Lindl.","Orchidaceae","SPECIES","1"
"Oncidium fuscatum Rchb.f.","Orchidaceae","SPECIES","1"
"Oncidium Sw.","Orchidaceae","GENUS","1"
"Oncidium tipuloides Rchb.f.","Orchidaceae","SPECIES","1"
"Oplismenus hirtellus (L.) P.Beauv.","Poaceae","SPECIES","1"
"Oreobolus R.Br.","Cyperaceae","GENUS","1"
"Oreopanax confusus Marchal","Araliaceae","SPECIES","1"
"Ormosia colombiana Rudd","Fabaceae","SPECIES","1"
"Ornithocephalus Hook.","Orchidaceae","GENUS","1"
"Ornithocephalus urceilabris (P.Ortiz & R.Escobar) Toscano & Dressler","Orchidaceae","SPECIES","1"
"Orthostichella hexasticha (Schwägr.) W.R.Buck","Orthostichellaceae","SPECIES","1"
"Orthostichella pentasticha (Brid.) W.R.Buck","Pterobryaceae","SPECIES","1"
"Orthostichella versicolor (Müll.Hal.) B.H.Allen & W.R.Buck","Orthostichellaceae","SPECIES","1"
"Osmorhiza Raf.","Apiaceae","GENUS","1"
"Otoba (A.DC.) H.Karst","Myristicaceae","GENUS","1"
"Otoba novogranatensis Moldenke","Myristicaceae","SPECIES","1"
"Otoglossum globuliferum (Kunth) N.H.Williams & M.W.Chase","Orchidaceae","SPECIES","1"
"Oxalis corniculata L.","Oxalidaceae","SPECIES","1"
"Oxalis frutescens L.","Oxalidaceae","SPECIES","1"
"Oxalis killipii Lourteig","Oxalidaceae","SPECIES","1"
"Oxalis latifolia Kunth","Oxalidaceae","SPECIES","1"
"Oxalis spiralis G.Don","Oxalidaceae","SPECIES","1"
"Palicourea andaluciana Standl.","Rubiaceae","SPECIES","1"
"Palicourea aschersonianoides (Wernham) Steyerm.","Rubiaceae","SPECIES","1"
"Palicourea cairoana (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","SPECIES","1"
"Palicourea caucana Standl.","Rubiaceae","SPECIES","1"
"Palicourea cyanantha Standl.","Rubiaceae","SPECIES","1"
"Palicourea demissa Standl.","Rubiaceae","SPECIES","1"
"Palicourea hazenii (Standl.) Borhidi","Rubiaceae","SPECIES","1"
"Palicourea pandensis (Standl.) C.M.Taylor","Rubiaceae","SPECIES","1"
"Pandanus amaryllifolius Roxb. ex Lindl.","Pandanaceae","SPECIES","1"
"Panopsis polystachya (Kunth) Kuntze","Proteaceae","SPECIES","1"
"Panopsis Salisb. ex Knight","Proteaceae","GENUS","1"
"Paphiopedilum Pfitzer","Orchidaceae","GENUS","1"
"Paraserianthes lophantha (Willd.) I.C.Nielsen","Fabaceae","SPECIES","1"
"Parathesis microcalyx Donn.Sm.","Primulaceae","SPECIES","1"
"Parmentiera aculeata (Kunth) L.O.Williams","Bignoniaceae","SPECIES","1"
"Paspalum L.","Poaceae","GENUS","1"
"Passiflora adenopoda DC.","Passifloraceae","SPECIES","1"
"Passiflora apoda Harms","Passifloraceae","SPECIES","1"
"Passiflora caucaense Holm-Niels.","Passifloraceae","SPECIES","1"
"Passiflora cisnana Harms","Passifloraceae","SPECIES","1"
"Passiflora edulis f. flavicarpa O.Deg.","Passifloraceae","FORM","1"
"Passiflora macrophylla Spruce ex Mast.","Passifloraceae","SPECIES","1"
"Passiflora mixta L.fil.","Passifloraceae","SPECIES","1"
"Passiflora oerstedii Mast.","Passifloraceae","SPECIES","1"
"Passiflora tica Gómez-Laur. & L.D.Gómez","Passifloraceae","SPECIES","1"
"Passifloraceae","Passifloraceae","FAMILY","1"
"Passovia pyrifolia (Kunth) Tiegh.","Loranthaceae","SPECIES","1"
"Paullinia clathrata Radlk.","Sapindaceae","SPECIES","1"
"Paullinia fraxinifolia Triana & Planch.","Sapindaceae","SPECIES","1"
"Paullinia obovata (Ruiz & Pav.) Pers.","Sapindaceae","SPECIES","1"
"Paullinia obovata var. polymorpha D.R.Simpson","Sapindaceae","VARIETY","1"
"Paullinia trisulca Radlk.","Sapindaceae","SPECIES","1"
"Pavonia geminiflora Moric.","Malvaceae","SPECIES","1"
"Pavonia mollis Kunth","Malvaceae","SPECIES","1"
"Pavonia pseudotyphalaea Planch. & Linden ex Triana & Planch.","Malvaceae","SPECIES","1"
"Pavonia sepioides Fryxell & Krapov.","Malvaceae","SPECIES","1"
"Pavonia spinifex (L.) Cav.","Malvaceae","SPECIES","1"
"Pecluma camptophyllaria (Fée) M.G.Price","Polypodiaceae","SPECIES","1"
"Pecluma eurybasis (C.Chr.) M.G.Price","Polypodiaceae","SPECIES","1"
"Peltophorum pterocarpum (DC.) Backer ex K.Heyne","Fabaceae","SPECIES","1"
"Pentacalia arborea (Kunth) H.Rob. & Cuatrec.","Asteraceae","SPECIES","1"
"Pentacalia ellipticifolia (Hieron.) Cuatrec.","Asteraceae","SPECIES","1"
"Pentacalia trianae (Klatt) Cuatrec.","Asteraceae","SPECIES","1"
"Peperomia albert-smithii Trel. & Yunck.","Piperaceae","SPECIES","1"
"Peperomia angularis C.DC.","Piperaceae","SPECIES","1"
"Peperomia choroniana C.DC.","Piperaceae","SPECIES","1"
"Peperomia cordulatiformis Trel.","Piperaceae","SPECIES","1"
"Peperomia dendrophila Schltdl. & Cham.","Piperaceae","SPECIES","1"
"Peperomia inaequalifolia Ruiz & Pav.","Piperaceae","SPECIES","1"
"Peperomia jamesoniana C.DC.","Piperaceae","SPECIES","1"
"Peperomia polybotrya Kunth","Piperaceae","SPECIES","1"
"Peperomia swartziana Miq.","Piperaceae","SPECIES","1"
"Peperomia syringifolia C.DC.","Piperaceae","SPECIES","1"
"Peperomia trianae C.DC.","Piperaceae","SPECIES","1"
"Peperomia trinervis Ruiz & Pav.","Piperaceae","SPECIES","1"
"Peperomia venosa Yunck.","Piperaceae","SPECIES","1"
"Peperomia versicolor Trel.","Piperaceae","SPECIES","1"
"Perebea angustifolia (Poepp. & Endl.) C.C.Berg","Moraceae","SPECIES","1"
"Pereskia Mill.","Cactaceae","GENUS","1"
"Pernettya prostrata (Cav.) DC.","Ericaceae","SPECIES","1"
"Persicaria segetum (Kunth) Small","Polygonaceae","SPECIES","1"
"Phaeoceros Prosk.","Notothyladaceae","GENUS","1"
"Phenax hirtus (Sw.) Wedd.","Urticaceae","SPECIES","1"
"Philodendron barrosoanum G.S.Bunting","Araceae","SPECIES","1"
"Philodendron gloriosum André","Araceae","SPECIES","1"
"Phlogacanthus turgidus (Fua ex Hook.fil.) Lindau","Acanthaceae","SPECIES","1"
"Phoenix dactylifera L.","Arecaceae","SPECIES","1"
"Phoradendron inaequidentatum Rusby","Viscaceae","SPECIES","1"
"Phormium tenax J.R.Forst. & G.Forst.","Asphodelaceae","SPECIES","1"
"Phthirusa Mart.","Loranthaceae","GENUS","1"
"Phthirusa pyrifolia (Kunth) Eichler","Loranthaceae","SPECIES","1"
"Phyllanthus symphoricarpoides Kunth","Phyllanthaceae","SPECIES","1"
"Phyllanthus tenellus Roxb.","Phyllanthaceae","SPECIES","1"
"Phyllogonium fulgens (Hedw.) Brid.","Phyllogoniaceae","SPECIES","1"
"Phymosia abutiloides (L.) Desv.","Malvaceae","SPECIES","1"
"Physalis angulata L.","Solanaceae","SPECIES","1"
"Phytolacca L.","Phytolaccaceae","GENUS","1"
"Picramnia Sw.","Picramniaceae","GENUS","1"
"Picramniaceae","Picramniaceae","FAMILY","1"
"Pilea cadierei Gagnep. & Guillaumin","Urticaceae","SPECIES","1"
"Pilea Lindl.","Urticaceae","GENUS","1"
"Pilopogon longirostratus Mitt.","Leucobryaceae","SPECIES","1"
"Pilotrichella (Müll.Hal.) Besch.","Lembophyllaceae","GENUS","1"
"Pimenta racemosa (Mill.) J.W.Moore","Myrtaceae","SPECIES","1"
"Pinus patula Schiede ex Schltdl. & Cham.","Pinaceae","SPECIES","1"
"Piper arboreum Aubl.","Piperaceae","SPECIES","1"
"Piper calceolarium C.DC.","Piperaceae","SPECIES","1"
"Piper capillipes Trel. & Yunck.","Piperaceae","SPECIES","1"
"Piper concepcionis Trel.","Piperaceae","SPECIES","1"
"Piper crassinervium var. crassinervium","Piperaceae","VARIETY","1"
"Piper cumbricola Trel.","Piperaceae","SPECIES","1"
"Piper disparipilum C.DC.","Piperaceae","SPECIES","1"
"Piper fuliginosum Sodiro","Piperaceae","SPECIES","1"
"Piper granuligerum Trel.","Piperaceae","SPECIES","1"
"Piper haughtii Trel. & Yunck.","Piperaceae","SPECIES","1"
"Piper hispidum Sw.","Piperaceae","SPECIES","1"
"Piper holtonii C.DC.","Piperaceae","SPECIES","1"
"Piper lanceifolium Kunth","Piperaceae","SPECIES","1"
"Piper pulchrum C.DC.","Piperaceae","SPECIES","1"
"Piper sphaeroides C.DC.","Piperaceae","SPECIES","1"
"Plagiochila cristata (Sw.) Lindenb.","Plagiochilaceae","SPECIES","1"
"Plagiochila grandicrista Steph.","Plagiochilaceae","SPECIES","1"
"Plagiochila harrisana Steph.","Plagiochilaceae","SPECIES","1"
"Plagiochila hypnoides Willd. ex Lindenb.","Plagiochilaceae","SPECIES","1"
"Plantago L.","Plantaginaceae","GENUS","1"
"Plantago rigida Kunth","Plantaginaceae","SPECIES","1"
"Platycerium alcicorne (P.Willemet) Desv.","Polypodiaceae","SPECIES","1"
"Platycladus orientalis (L.) Franco","Cupressaceae","SPECIES","1"
"Platymiscium pinnatum (Jacq.) Dugand","Fabaceae","SPECIES","1"
"Platypodium Vogel","Fabaceae","GENUS","1"
"Platystele Schltr.","Orchidaceae","GENUS","1"
"Pleopeltis astrolepis (Liebm.) E.Fourn.","Polypodiaceae","SPECIES","1"
"Pleroma heteromallum (D.Don) D.Don","Melastomataceae","SPECIES","1"
"Pleurothallis anthrax Luer & R.Escobar","Orchidaceae","SPECIES","1"
"Pleurothallis coriacardia Rchb.f.","Orchidaceae","SPECIES","1"
"Pleurothallis divaricans Schltr.","Orchidaceae","SPECIES","1"
"Pleurothallis giraldoi Luer","Orchidaceae","SPECIES","1"
"Pleurothallis nellyae P.Ortiz","Orchidaceae","SPECIES","1"
"Pleurothallis phalangifera (C.Presl) Rchb.f.","Orchidaceae","SPECIES","1"
"Pleurothallis ruscifolia (Jacq.) R.Br.","Orchidaceae","SPECIES","1"
"Pleurothallis sagittilabia Luer","Orchidaceae","SPECIES","1"
"Pleurothallopsis microptera (Schltr.) Pridgeon & M.W.Chase","Orchidaceae","SPECIES","1"
"Plukenetia volubilis L.","Euphorbiaceae","SPECIES","1"
"Plumbago capensis Thunb.","Plumbaginaceae","SPECIES","1"
"Plumeria alba L.","Apocynaceae","SPECIES","1"
"Podocarpus L'Hér. ex Pers.","Podocarpaceae","GENUS","1"
"Polyalthia Blume","Annonaceae","GENUS","1"
"Polybotrya lourteigiana Lellinger","Dryopteridaceae","SPECIES","1"
"Polybotrya osmundacea Humb. & Bonpl. ex Willd.","Dryopteridaceae","SPECIES","1"
"Polygala asperuloides Kunth","Polygalaceae","SPECIES","1"
"Polygala boykinii Nutt.","Polygalaceae","SPECIES","1"
"Polygala L.","Polygalaceae","GENUS","1"
"Polygalaceae","Polygalaceae","FAMILY","1"
"Polypodiopsida",NULL,"CLASS","1"
"Polyscias J.R.Forst. & G.Forst.","Araliaceae","GENUS","1"
"Polyscias scutellaria (Burm.fil.) Fosberg","Araliaceae","SPECIES","1"
"Polystachya concreta (Jacq.) Garay & H.R.Sweet","Orchidaceae","SPECIES","1"
"Polystachya foliosa (Hook.) Rchb.f.","Orchidaceae","SPECIES","1"
"Ponthieva diptera Linden & Rchb.f.","Orchidaceae","SPECIES","1"
"Populus L.","Salicaceae","GENUS","1"
"Porophyllum Guett.","Asteraceae","GENUS","1"
"Porothamnium filiferum (Mitt.) M.Fleisch.","Neckeraceae","SPECIES","1"
"Portulaca grandiflora Hook.","Portulacaceae","SPECIES","1"
"Portulaca oleracea L.","Portulacaceae","SPECIES","1"
"Portulaca umbraticola Kunth","Portulacaceae","SPECIES","1"
"Pothomorphe peltata (L.) Miq.","Piperaceae","SPECIES","1"
"Poulsenia armata (Miq.) Standl.","Moraceae","SPECIES","1"
"Pouteria lucuma (Ruiz & Pav.) Kuntze","Sapotaceae","SPECIES","1"
"Primulaceae","Primulaceae","FAMILY","1"
"Prosthechea grammatoglossa (Rchb.f.) W.E.Higgins","Orchidaceae","SPECIES","1"
"Prosthechea radiata (Lindl.) W.E.Higgins","Orchidaceae","SPECIES","1"
"Prunus opaca (Benth.) Walp.","Rosaceae","SPECIES","1"
"Prunus villegasiana Pilg.","Rosaceae","SPECIES","1"
"Pseudelephantopus spicatus (Juss. ex Aubl.) C.F.Baker","Asteraceae","SPECIES","1"
"Pseudelephantopus spicatus (Juss. ex Aubl.) Rohr","Asteraceae","SPECIES","1"
"Pseuderanthemum dawei Turrill","Acanthaceae","SPECIES","1"
"Pseudolmedia rigida (Klotzsch & H.Karst.) Cuatrec.","Moraceae","SPECIES","1"
"Pseudosamanea guachapele (Kunth) Harms","Fabaceae","SPECIES","1"
"Psidium acutangulum Mart. ex DC.","Myrtaceae","SPECIES","1"
"Psychotria brachiata Sw.","Rubiaceae","SPECIES","1"
"Psychotria carthagenensis Jacq.","Rubiaceae","SPECIES","1"
"Pteridium caudatum (L.) Maxon","Dennstaedtiaceae","SPECIES","1"
"Pteris haenkeana C.Presl","Pteridaceae","SPECIES","1"
"Pteris vittata L.","Pteridaceae","SPECIES","1"
"Pterocarpus acapulcensis Rose","Fabaceae","SPECIES","1"
"Pterocaulon rugosum (Vahl) Malme","Asteraceae","SPECIES","1"
"Pterophyta",NULL,"PHYLUM","1"
"Puya floccosa (Linden) É.Morren ex Mez","Bromeliaceae","SPECIES","1"
"Pyrostegia venusta (Ker Gawl.) Miers","Bignoniaceae","SPECIES","1"
"Quercus amphioxys Trel.","Fagaceae","SPECIES","1"
"Rapanea ferruginea (Ruiz & Pav.) Mez","Primulaceae","SPECIES","1"
"Ravenala madagascariensis Sonn.","Strelitziaceae","SPECIES","1"
"Renealmia L.f.","Zingiberaceae","GENUS","1"
"Rhapis excelsa (Thunb.) A.Henry","Arecaceae","SPECIES","1"
"Rhodospatha oblongata Poepp.","Araceae","SPECIES","1"
"Rhus striata Ruiz & Pav.","Anacardiaceae","SPECIES","1"
"Rhynchosia minima (L.) DC.","Fabaceae","SPECIES","1"
"Rhynchosia phaseoloides (Sw.) DC.","Fabaceae","SPECIES","1"
"Rodriguezia granadensis (Lindl.) Rchb.f.","Orchidaceae","SPECIES","1"
"Rodriguezia lanceolata Ruiz & Pav.","Orchidaceae","SPECIES","1"
"Rondeletia purdiei Hook.f.","Rubiaceae","SPECIES","1"
"Rottboellia cochinchinensis (Lour.) Clayton","Poaceae","SPECIES","1"
"Roupala monosperma var. monosperma","Proteaceae","VARIETY","1"
"Rubus adenotrichos Schltdl.","Rosaceae","SPECIES","1"
"Rubus urticifolius Poir.","Rosaceae","SPECIES","1"
"Rudgea trianae Standl.","Rubiaceae","SPECIES","1"
"Ruellia Plum. ex L.","Acanthaceae","GENUS","1"
"Rumex obtusifolius L.","Polygonaceae","SPECIES","1"
"Sabicea villosa var. villosa","Rubiaceae","VARIETY","1"
"Sabicea villosa Willd. ex Schult.","Rubiaceae","SPECIES","1"
"Salicaceae","Salicaceae","FAMILY","1"
"Salix babylonica L.","Salicaceae","SPECIES","1"
"Salvia involucrata Cav.","Lamiaceae","SPECIES","1"
"Salvia scutellarioides Kunth","Lamiaceae","SPECIES","1"
"Salvia tiliifolia Vahl","Lamiaceae","SPECIES","1"
"Sambucus peruviana Kunth","Viburnaceae","SPECIES","1"
"Sanchezia Ruiz & Pav.","Acanthaceae","GENUS","1"
"Sansevieria trifasciata Prain","Asparagaceae","SPECIES","1"
"Sapindus L.","Sapindaceae","GENUS","1"
"Sapium glandulosum (L.) Morong","Euphorbiaceae","SPECIES","1"
"Sapium Jacq.","Euphorbiaceae","GENUS","1"
"Sapium pachystachys K.Schum. & Pittier","Euphorbiaceae","SPECIES","1"
"Sapium stylare Müll.Arg.","Euphorbiaceae","SPECIES","1"
"Saurauia aromatica R.E.Schult.","Actinidiaceae","SPECIES","1"
"Saurauia cuatrecasana R.E.Schult.","Actinidiaceae","SPECIES","1"
"Saurauia micayensis Killip","Actinidiaceae","SPECIES","1"
"Sauvagesia erecta L.","Ochnaceae","SPECIES","1"
"Scaphosepalum odontochilum Kraenzl.","Orchidaceae","SPECIES","1"
"Scaphyglottis Poepp. & Endl.","Orchidaceae","GENUS","1"
"Scaphyglottis punctulata (Rchb.f.) C.Schweinf.","Orchidaceae","SPECIES","1"
"Schefflera elachystocephala Harms","Araliaceae","SPECIES","1"
"Schistocarpha eupatorioides (Fenzl) Kuntze","Asteraceae","SPECIES","1"
"Schlumbergera truncata (Haw.) Moran","Cactaceae","SPECIES","1"
"Schoenobiblus Mart. & Zucc.","Thymelaeaceae","GENUS","1"
"Sechium edule (Jacq.) Sw.","Cucurbitaceae","SPECIES","1"
"Securidaca fragilis B.Ståhl & B.Eriksen","Polygalaceae","SPECIES","1"
"Selenicereus megalanthus (Schum. ex Vaupel) Moran","Cactaceae","SPECIES","1"
"Sematophyllum cuspidiferum Mitt.","Sematophyllaceae","SPECIES","1"
"Sematophyllum flavidum Mitt.","Sematophyllaceae","SPECIES","1"
"Sematophyllum swartzii (Schwägr.) W.H.Welch & H.A.Crum","Sematophyllaceae","SPECIES","1"
"Senefeldera Mart.","Euphorbiaceae","GENUS","1"
"Senegalia glomerosa (Benth.) Britton & Rose","Fabaceae","SPECIES","1"
"Senegalia lehmannii Britton & Killip","Fabaceae","SPECIES","1"
"Senna bicapsularis (L.) Roxb.","Fabaceae","SPECIES","1"
"Senna hirsuta (L.) H.S.Irwin & Barneby","Fabaceae","SPECIES","1"
"Senna pistaciifolia (Kunth) H.S.Irwin & Barneby","Fabaceae","SPECIES","1"
"Senna polyphylla (Jacq.) H.S.Irwin & Barneby","Fabaceae","SPECIES","1"
"Senna septemtrionalis (Viv.) H.S.Irwin & Barneby","Fabaceae","SPECIES","1"
"Senna spectabilis var. spectabilis","Fabaceae","VARIETY","1"
"Serjania Mill.","Sapindaceae","GENUS","1"
"Serpocaulon funckii (Mett.) A.R.Sm.","Polypodiaceae","SPECIES","1"
"Serpocaulon loriciforme (Rosenst.) A.R.Sm.","Polypodiaceae","SPECIES","1"
"Serpocaulon nanegalense (Sodiro) A.R.Sm.","Polypodiaceae","SPECIES","1"
"Sida setosa Mart. ex Colla","Malvaceae","SPECIES","1"
"Sida spinosa L.","Malvaceae","SPECIES","1"
"Siphocampylus coronatus Gleason","Campanulaceae","SPECIES","1"
"Siphocampylus Pohl","Campanulaceae","GENUS","1"
"Siphocampylus venosus Gleason","Campanulaceae","SPECIES","1"
"Smallanthus pyramidalis (Triana) H.Rob.","Asteraceae","SPECIES","1"
"Smilax tomentosa Kunth","Smilacaceae","SPECIES","1"
"Sobralia chrysostoma Dressler","Orchidaceae","SPECIES","1"
"Sobralia roezlii Rchb.f.","Orchidaceae","SPECIES","1"
"Sobralia ruckeri Linden & Rchb.f.","Orchidaceae","SPECIES","1"
"Sobralia virginalis Peeters & Cogn.","Orchidaceae","SPECIES","1"
"Sobralia xantholeuca B.S.Williams","Orchidaceae","SPECIES","1"
"Solanaceae","Solanaceae","FAMILY","1"
"Solanum colombianum Dunal","Solanaceae","SPECIES","1"
"Solanum diversifolium Schltdl.","Solanaceae","SPECIES","1"
"Solanum hazenii Britton","Solanaceae","SPECIES","1"
"Solanum juglandifolium Humb. & Bonpl. ex Dunal","Solanaceae","SPECIES","1"
"Solanum nigrum L.","Solanaceae","SPECIES","1"
"Solanum ovalifolium Humb. & Bonpl. ex Dunal","Solanaceae","SPECIES","1"
"Solanum phureja subsp. phureja","Solanaceae","SUBSPECIES","1"
"Solanum quitoense var. septentrionale Schult. & Cuatrec.","Solanaceae","VARIETY","1"
"Solanum schlechtendalianum Walp.","Solanaceae","SPECIES","1"
"Solanum tuberosum subsp. andigenum (Juz. & Bukasov) Hawkes","Solanaceae","SUBSPECIES","1"
"Solanum vestissimum Dunal","Solanaceae","SPECIES","1"
"Sonchus oleraceus L.","Asteraceae","SPECIES","1"
"Sorghum halepense (L.) Pers.","Poaceae","SPECIES","1"
"Spananthe paniculata Jacq.","Apiaceae","SPECIES","1"
"Spathoglottis plicata Blume","Orchidaceae","SPECIES","1"
"Specklinia Lindl.","Orchidaceae","GENUS","1"
"Spermacoce densiflora (DC.) Alain","Rubiaceae","SPECIES","1"
"Sphaeradenia laucheana subsp. laucheana","Cyclanthaceae","SUBSPECIES","1"
"Sphyrospermum buxifolium Poepp. & Endl.","Ericaceae","SPECIES","1"
"Sphyrospermum cordifolium Benth.","Ericaceae","SPECIES","1"
"Spilanthes americana Hieron. ex Sodiro, 1900","Asteraceae","SPECIES","1"
"Spirotheca rosea (Seem.) P.E.Gibbs & W.S.Alverson","Malvaceae","SPECIES","1"
"Spirotheca Ulbr.","Malvaceae","GENUS","1"
"Spondias mombin Jacq.","Anacardiaceae","SPECIES","1"
"Spondias mombin L.","Anacardiaceae","SPECIES","1"
"Spondias radlkoferi Donn.Sm.","Anacardiaceae","SPECIES","1"
"Sporobolus indicus (L.) R.Br.","Poaceae","SPECIES","1"
"Sporobolus R.Br.","Poaceae","GENUS","1"
"Stachytarpheta jamaicensis (L.) Vahl","Verbenaceae","SPECIES","1"
"Steinchisma laxum (Sw.) Zuloaga","Poaceae","SPECIES","1"
"Steiractinia aspera Cuatrec.","Asteraceae","SPECIES","1"
"Stelis galeata (Lindl.) Pridgeon & M.W.Chase","Orchidaceae","SPECIES","1"
"Stemmadenia grandiflora (Jacq.) Miers","Apocynaceae","SPECIES","1"
"Stenorrhynchos albidomaculatum Christenson","Orchidaceae","SPECIES","1"
