"scientific_name","family","taxonrank","gbif_rec"
"Cremosperma castroanum C.V.Morton","Gesneriaceae","SPECIES","1"
"Crepis japonica (L.) Benth.","Asteraceae","SPECIES","1"
"Crescentia alata Kunth","Bignoniaceae","SPECIES","1"
"Crinum ×amabile Donn ex Ker Gawl.","Amaryllidaceae","SPECIES","1"
"Crossoglossa tipuloides (Lindl.) Dodson","Orchidaceae","SPECIES","1"
"Crossomitrium patrisiae (Brid.) Müll.Hal.","Hookeriaceae","SPECIES","1"
"Crotalaria micans Link","Fabaceae","SPECIES","1"
"Crotalaria retusa L.","Fabaceae","SPECIES","1"
"Crotalaria sagittalis L.","Fabaceae","SPECIES","1"
"Croton calycularis Huber","Euphorbiaceae","SPECIES","1"
"Croton glandulosus L.","Euphorbiaceae","SPECIES","1"
"Croton hirtus L'Hér.","Euphorbiaceae","SPECIES","1"
"Croton lechleri Müll.Arg.","Euphorbiaceae","SPECIES","1"
"Croton sampatik Müll.Arg.","Euphorbiaceae","SPECIES","1"
"Croton smithianus Croizat","Euphorbiaceae","SPECIES","1"
"Cryptostegia madagascariensis Bojer","Apocynaceae","SPECIES","1"
"Cryptostegia madagascariensis Bojer ex Decne.","Apocynaceae","SPECIES","1"
"Cuatresia exiguiflora (D' Arcy) Hunz.","Solanaceae","SPECIES","1"
"Cuatresia Hunz.","Solanaceae","GENUS","1"
"Cucumis melo L.","Cucurbitaceae","SPECIES","1"
"Cucumis sativus L.","Cucurbitaceae","SPECIES","1"
"Cucurbita ficifolia Bouché","Cucurbitaceae","SPECIES","1"
"Cupania cinerea Poepp. & Endl.","Sapindaceae","SPECIES","1"
"Cuphea carthagenensis (Jacq.) J.F.Macbr.","Lythraceae","SPECIES","1"
"Cuphea ignea A.DC.","Lythraceae","SPECIES","1"
"Cupressus L.","Cupressaceae","GENUS","1"
"Cupressus sempervirens L.","Cupressaceae","SPECIES","1"
"Cyathea andina (H.Karst.) Domin","Cyatheaceae","SPECIES","1"
"Cyathea crenata (Sodiro) Christ","Cyatheaceae","SPECIES","1"
"Cyathea lindeniana C.Presl","Cyatheaceae","SPECIES","1"
"Cyathea pallescens (Sodiro) Domin","Cyatheaceae","SPECIES","1"
"Cyathea pungens (Willd.) Domin","Cyatheaceae","SPECIES","1"
"Cyathea wendlandii (Mett.) Domin","Cyatheaceae","SPECIES","1"
"Cybianthus schlimii (Hook.fil.) G.Agostini","Primulaceae","SPECIES","1"
"Cycas circinalis L.","Cycadaceae","SPECIES","1"
"Cyclanthera pedata (L.) Schrad.","Cucurbitaceae","SPECIES","1"
"Cyclanthus bipartitus Poit. ex A.Rich.","Cyclanthaceae","SPECIES","1"
"Cyclopogon C.Presl","Orchidaceae","GENUS","1"
"Cymbopogon citratus (DC.) Stapf","Poaceae","SPECIES","1"
"Cyperus acuminatus Torr. & Hook.","Cyperaceae","SPECIES","1"
"Cyperus aggregatus (Willd.) Endl.","Cyperaceae","SPECIES","1"
"Cyperus articulatus L.","Cyperaceae","SPECIES","1"
"Cyperus haspan L.","Cyperaceae","SPECIES","1"
"Cyrtochilum annulare (Rchb.f.) Kraenzl.","Orchidaceae","SPECIES","1"
"Cyrtochilum auropurpureum (Rchb.f.) Dalström","Orchidaceae","SPECIES","1"
"Cyrtochilum flexuosum Kunth","Orchidaceae","SPECIES","1"
"Cyrtochilum meirax (Rchb.f.) Dalström","Orchidaceae","SPECIES","1"
"Cyrtochilum pardinum Lindl.","Orchidaceae","SPECIES","1"
"Cyrtochilum ramosissimum (Lindl.) Dalström","Orchidaceae","SPECIES","1"
"Cyrtochilum revolutum (Lindl.) Dalström","Orchidaceae","SPECIES","1"
"Cyrtocymura scorpioides (Lam.) H.Rob.","Asteraceae","SPECIES","1"
"Damburneya Raf.","Lauraceae","GENUS","1"
"Datura metel L.","Solanaceae","SPECIES","1"
"Delostoma integrifolium D.Don","Bignoniaceae","SPECIES","1"
"Dennstaedtia obtusifolia (Willd.) T.Moore","Dennstaedtiaceae","SPECIES","1"
"Deprea dilloniana (S.Leiva, Quip. & N.W.Sawyer) Barboza","Solanaceae","SPECIES","1"
"Desmanthus depressus Humb. & Bonpl. ex Willd.","Fabaceae","SPECIES","1"
"Desmodium molliculum (Kunth) DC.","Fabaceae","SPECIES","1"
"Desmodium scorpiurus (Sw.) Desv. ex DC.","Fabaceae","SPECIES","1"
"Deutzia ×rosea (Lemoine) Rehder","Hydrangeaceae","SPECIES","1"
"Dialyanthera otoba (Bonpl.) Warb.","Myristicaceae","SPECIES","1"
"Dianthera secunda (Lam.) Griseb.","Acanthaceae","SPECIES","1"
"Dichaea andina Alomía & Sambin","Orchidaceae","SPECIES","1"
"Dichaea camaridioides Schltr.","Orchidaceae","SPECIES","1"
"Dichanthelium viscidellum (Scribn.) Gould","Poaceae","SPECIES","1"
"Dichorisandra J.C.Mikan","Commelinaceae","GENUS","1"
"Dicranella (Müll.Hal.) Schimp.","Dicranellaceae","GENUS","1"
"Dicranoglossum desvauxii (Klotzsch) Proctor","Polypodiaceae","SPECIES","1"
"Dicranoglossum furcatum (L.) J.Sm.","Polypodiaceae","SPECIES","1"
"Dicranopygium Harling","Cyclanthaceae","GENUS","1"
"Dicranum frigidum Müll.Hal.","Dicranaceae","SPECIES","1"
"Dictyostega orobanchoides subsp. purdieana (Benth.) Snelders & Maas","Burmanniaceae","SUBSPECIES","1"
"Didymodon laevigatus (Mitt.) R.H.Zander","Pottiaceae","SPECIES","1"
"Didymopanax morototoni (Aubl.) Decne. & Planch.","Araliaceae","SPECIES","1"
"Dieffenbachia killipii Croat","Araceae","SPECIES","1"
"Dieffenbachia oerstedii Schott","Araceae","SPECIES","1"
"Dimerandra emarginata (G.Mey.) Hoehne","Orchidaceae","SPECIES","1"
"Dioclea cuspidata Killip","Fabaceae","SPECIES","1"
"Diodia ocymifolia (Willd.) Bremek.","Rubiaceae","SPECIES","1"
"Diogenesia Sleumer","Ericaceae","GENUS","1"
"Dioscorea amazonum Mart. ex Griseb.","Dioscoreaceae","SPECIES","1"
"Dioscorea coriacea Humb. & Bonpl. ex Willd.","Dioscoreaceae","SPECIES","1"
"Dioscorea elephantipes (L'Hér.) Engl.","Dioscoreaceae","SPECIES","1"
"Diplazium striatum (L.) C.Presl","Athyriaceae","SPECIES","1"
"Diplazium Sw.","Athyriaceae","GENUS","1"
"Dodonaea viscosa (L.) Jacq.","Sapindaceae","SPECIES","1"
"Doselia lopezii (Hunz.) A.Orejuela & Särkinen","Solanaceae","SPECIES","1"
"Drimys granadensis L.fil.","Winteraceae","SPECIES","1"
"Drymonia Mart.","Gesneriaceae","GENUS","1"
"Duranta L.","Verbenaceae","GENUS","1"
"Duranta obtusifolia Kunth","Verbenaceae","SPECIES","1"
"Echinochloa polystachya (Kunth) Hitchc.","Poaceae","SPECIES","1"
"Eclipta prostrata (L.) L.","Asteraceae","SPECIES","1"
"Elaeagia asperula Standl. ex Steyerm.","Rubiaceae","SPECIES","1"
"Elaeagia Wedd.","Rubiaceae","GENUS","1"
"Elaphandra quinquenervis (S.F.Blake) H.Rob.","Asteraceae","SPECIES","1"
"Elaphoglossum columbianum (Maxon) Mickel","Dryopteridaceae","SPECIES","1"
"Elaphoglossum curvans (Kunze) A.Rojas","Dryopteridaceae","SPECIES","1"
"Elaphoglossum lellingeri Mickel","Dryopteridaceae","SPECIES","1"
"Elaphoglossum serpentinum A.Rojas & W.D.Rodr.","Dryopteridaceae","SPECIES","1"
"Elaphoglossum stenophyllum (Sodiro) Diels","Dryopteridaceae","SPECIES","1"
"Elephantopus mollis Kunth","Asteraceae","SPECIES","1"
"Elleanthus aurantiacus (Lindl.) Rchb.f.","Orchidaceae","SPECIES","1"
"Elleanthus aureus (Poepp. & Endl.) Rchb.f.","Orchidaceae","SPECIES","1"
"Elleanthus capitatus (Poepp. & Endl.) Rchb.f.","Orchidaceae","SPECIES","1"
"Elleanthus lancifolius C.Presl","Orchidaceae","SPECIES","1"
"Emilia praetermissa Milne-Redh.","Asteraceae","SPECIES","1"
"Encyclia ceratistes (Lindl.) Schltr.","Orchidaceae","SPECIES","1"
"Endlicheria Nees","Lauraceae","GENUS","1"
"Endlicheria szyszylowiczii Mez","Lauraceae","SPECIES","1"
"Epidendrum cottoniiflorum (Rchb.f.) Hágsater","Orchidaceae","SPECIES","1"
"Epidendrum dentiferum Ames & C.Schweinf.","Orchidaceae","SPECIES","1"
"Epidendrum fimbriatum Kunth","Orchidaceae","SPECIES","1"
"Epidendrum flexuosum G.Mey.","Orchidaceae","SPECIES","1"
"Epidendrum hymenodes Lindl.","Orchidaceae","SPECIES","1"
"Epidendrum ibaguense Kunth","Orchidaceae","SPECIES","1"
"Epidendrum laeve Lindl.","Orchidaceae","SPECIES","1"
"Epidendrum muricatoides Hágsater & Dodson","Orchidaceae","SPECIES","1"
"Epimedium sagittatum (Siebold & Zucc.) Maxim.","Berberidaceae","SPECIES","1"
"Epipremnum pinnatum (L.) Engl.","Araceae","SPECIES","1"
"Episcia cupreata (Hook.fil.) Hanst.","Gesneriaceae","SPECIES","1"
"Equisetum bogotense Kunth","Equisetaceae","SPECIES","1"
"Erechtites hieraciifolius (L.) Raf. ex DC.","Asteraceae","SPECIES","1"
"Ernestia tenella (Bonpl.) DC.","Melastomataceae","SPECIES","1"
"Erythrina edulis Triana ex Micheli","Fabaceae","SPECIES","1"
"Erythrina mitis Jacq.","Fabaceae","SPECIES","1"
"Erythrina poeppigiana (Walp.) Skeels","Fabaceae","SPECIES","1"
"Erythroxylum hondense Kunth","Erythroxylaceae","SPECIES","1"
"Erythroxylum novogranatense (Morris) Hieron.","Erythroxylaceae","SPECIES","1"
"Erythroxylum novogranatense var. novogranatense","Erythroxylaceae","VARIETY","1"
"Erythroxylum ulei O.E.Schulz","Erythroxylaceae","SPECIES","1"
"Escallonia myrtilloides L.fil.","Escalloniaceae","SPECIES","1"
"Escobedia grandiflora (L.fil.) Kuntze","Orobanchaceae","SPECIES","1"
"Esenbeckia alata (H.Karst. & Triana) Triana & Planch.","Rutaceae","SPECIES","1"
"Eucalyptus citriodora Hook.","Myrtaceae","SPECIES","1"
"Eucalyptus deglupta Blume","Myrtaceae","SPECIES","1"
"Eucalyptus globulus Labill.","Myrtaceae","SPECIES","1"
"Eucalyptus saligna Sm.","Myrtaceae","SPECIES","1"
"Eugenia monticola (Sw.) DC.","Myrtaceae","SPECIES","1"
"Eupatorium L.","Asteraceae","GENUS","1"
"Euphorbia aphylla Brouss. ex Willd.","Euphorbiaceae","SPECIES","1"
"Euphorbia graminea Jacq.","Euphorbiaceae","SPECIES","1"
"Euphorbia hyssopifolia L.","Euphorbiaceae","SPECIES","1"
"Euphorbia L.","Euphorbiaceae","GENUS","1"
"Euphorbia peplus L.","Euphorbiaceae","SPECIES","1"
"Eurystyles cotyledon Wawra","Orchidaceae","SPECIES","1"
"Euterpe Mart.","Arecaceae","GENUS","1"
"Evolvulus nummularius (L.) L.","Convolvulaceae","SPECIES","1"
"Fagaceae","Fagaceae","FAMILY","1"
"Faramea flavicans (Humb. & Bonpl. ex Schult.) Standl.","Rubiaceae","SPECIES","1"
"Faramea oblongifolia Standl.","Rubiaceae","SPECIES","1"
"Faramea occidentalis (L.) A.Rich.","Rubiaceae","SPECIES","1"
"Faramea suerrensis (Donn.Sm.) Donn.Sm.","Rubiaceae","SPECIES","1"
"Fernandezia lanceolata (L.O.Williams) Garay & Dunst.","Orchidaceae","SPECIES","1"
"Ficus carica L.","Moraceae","SPECIES","1"
"Ficus cuatrecasana Dugand","Moraceae","SPECIES","1"
"Ficus cundinamarcensis Dugand","Moraceae","SPECIES","1"
"Ficus maxima Mill.","Moraceae","SPECIES","1"
"Ficus pertusa L.fil.","Moraceae","SPECIES","1"
"Ficus repens Roxb. ex Sm.","Moraceae","SPECIES","1"
"Ficus rubiginosa Desf.","Moraceae","SPECIES","1"
"Ficus tonduzii Standl.","Moraceae","SPECIES","1"
"Ficus trianae Dugand","Moraceae","SPECIES","1"
"Ficus trigona L.fil.","Moraceae","SPECIES","1"
"Ficus zarzalensis Standl.","Moraceae","SPECIES","1"
"Fimbristylis complanata (Retz.) Link","Cyperaceae","SPECIES","1"
"Fimbristylis dichotoma (L.) Vahl","Cyperaceae","SPECIES","1"
"Fissidens dissitifolius Sull.","Fissidentaceae","SPECIES","1"
"Fleischmannia microstemon (Cass.) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Fleischmannia pycnocephala (Less.) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Frangula pubescens (Ruiz & Pav.) Grubov","Rhamnaceae","SPECIES","1"
"Fridericia conjugata (Vell.) L.G.Lohmann","Bignoniaceae","SPECIES","1"
"Fuchsia corollata Benth.","Onagraceae","SPECIES","1"
"Fuchsia corymbiflora Ruiz & Pav.","Onagraceae","SPECIES","1"
"Fuchsia L.","Onagraceae","GENUS","1"
"Funastrum clausum (Jacq.) Schltr.","Apocynaceae","SPECIES","1"
"Furcraea cabuya Trel.","Asparagaceae","SPECIES","1"
"Galactia P.Browne","Fabaceae","GENUS","1"
"Galactia striata (Jacq.) Urb.","Fabaceae","SPECIES","1"
"Galinsoga quadriradiata Ruiz & Pav.","Asteraceae","SPECIES","1"
"Galinsoga Ruiz & Pav.","Asteraceae","GENUS","1"
"Galphimia glauca Cav.","Malpighiaceae","SPECIES","1"
"Garcinia macrophylla Mart.","Clusiaceae","SPECIES","1"
"Gardenia jasminoides J.Ellis","Rubiaceae","SPECIES","1"
"Gaultheria erecta Vent.","Ericaceae","SPECIES","1"
"Gaultheria oreogena A.C.Sm.","Ericaceae","SPECIES","1"
"Gaya occidentalis (L.) Sweet","Malvaceae","SPECIES","1"
"Geissanthus kalbreyeri Mez","Primulaceae","SPECIES","1"
"Geoffroea Jacq.","Fabaceae","GENUS","1"
"Geoffroea spinosa Jacq.","Fabaceae","SPECIES","1"
"Geonoma orbignyana Mart.","Arecaceae","SPECIES","1"
"Gladiolus ×hortulanus F.M.Bailey","Iridaceae","SPECIES","1"
"Gleichenella pectinata (Willd.) Ching","Gleicheniaceae","SPECIES","1"
"Gloeospermum Triana & Planch.","Violaceae","GENUS","1"
"Glossoloma ichthyoderma (Hanst.) J.L.Clark","Gesneriaceae","SPECIES","1"
"Gmelina arborea Roxb. ex Sm.","Lamiaceae","SPECIES","1"
"Gomphrena serrata L.","Amaranthaceae","SPECIES","1"
"Gonopterodendron carrapo (Killip & Dugand) Godoy-Bürki","Zygophyllaceae","SPECIES","1"
"Gonzalagunia hirsuta (Jacq.) K.Schum.","Rubiaceae","SPECIES","1"
"Gossypium barbadense L.","Malvaceae","SPECIES","1"
"Graffenrieda DC.","Melastomataceae","GENUS","1"
"Grammitis subtilis (Kunze ex Klotzsch) C.V.Morton","Polypodiaceae","SPECIES","1"
"Graptophyllum pictum (L.) Griff.","Acanthaceae","SPECIES","1"
"Grevillea banksii R.Br.","Proteaceae","SPECIES","1"
"Guapira myrtiflora (Standl.) Little","Nyctaginaceae","SPECIES","1"
"Guatteria calimensis R.E.Fr.","Annonaceae","SPECIES","1"
"Guatteria collina R.E.Fr.","Annonaceae","SPECIES","1"
"Guatteria latisepala R.E.Fr.","Annonaceae","SPECIES","1"
"Guazuma tomentosa Kunth","Malvaceae","SPECIES","1"
"Guettarda crispiflora subsp. sabiceoides (Standl.) C.M.Taylor","Rubiaceae","SUBSPECIES","1"
"Guettarda crispiflora var. sabiceoides (Standl.) Steyerm.","Rubiaceae","VARIETY","1"
"Gustavia speciosa (Kunth) DC.","Lecythidaceae","SPECIES","1"
"Guzmania caricifolia (André) L.B.Sm.","Bromeliaceae","SPECIES","1"
"Guzmania conifera (André) André ex Mez","Bromeliaceae","SPECIES","1"
"Guzmania graminifolia (André ex Baker) L.B.Sm.","Bromeliaceae","SPECIES","1"
"Guzmania radiata L.B.Sm.","Bromeliaceae","SPECIES","1"
"Habenaria Willd.","Orchidaceae","GENUS","1"
"Halenia Borkh.","Gentianaceae","GENUS","1"
"Hamelia patens Jacq.","Rubiaceae","SPECIES","1"
"Handroanthus ochraceus subsp. neochrysanthus (A.H.Gentry) S.O.Grose","Bignoniaceae","SUBSPECIES","1"
"Hebeclinium killipii (B.L.Rob.) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Hedyosmum cumbalense H.Karst.","Chloranthaceae","SPECIES","1"
"Hedyosmum Sw.","Chloranthaceae","GENUS","1"
"Heisteria acuminata (Bonpl.) Engl.","Erythropalaceae","SPECIES","1"
"Helia alata (Aubl.) Kuntze","Gentianaceae","SPECIES","1"
"Helicodontium capillare (Hedw.) A.Jaeger","Brachytheciaceae","SPECIES","1"
"Heliconia platystachys Baker","Heliconiaceae","SPECIES","1"
"Heliconia subulata Ruiz & Pav.","Heliconiaceae","SPECIES","1"
"Heliocarpus americanus subsp. popayanensis (Kunth) Meijer","Malvaceae","SUBSPECIES","1"
"Heliopsis buphthalmoides (Jacq.) Dunal","Asteraceae","SPECIES","1"
"Heliopsis buphthalmoides Brandegee, 1889","Asteraceae","SPECIES","1"
"Heliotropium europaeum L.","Heliotropiaceae","SPECIES","1"
"Henriettea DC.","Melastomataceae","GENUS","1"
"Henriettea hispidula Cogn.","Melastomataceae","SPECIES","1"
"Henriettella lawrancei Gleason","Melastomataceae","SPECIES","1"
"Henriettella trachyphylla Triana","Melastomataceae","SPECIES","1"
"Hesperomeles Lindl.","Rosaceae","GENUS","1"
"Heteranthera reniformis Ruiz & Pav.","Pontederiaceae","SPECIES","1"
"Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.","Euphorbiaceae","SPECIES","1"
"Hibiscus syriacus L.","Malvaceae","SPECIES","1"
"Hieronyma Allemão","Phyllanthaceae","GENUS","1"
"Hieronyma hirtinervia Cuatrec.","Phyllanthaceae","SPECIES","1"
"Hieronyma oblonga (Tul.) Müll.Arg.","Phyllanthaceae","SPECIES","1"
"Hiraea ferruginea Cuatrec.","Malpighiaceae","SPECIES","1"
"Hirtella enneandra Cuatrec.","Chrysobalanaceae","SPECIES","1"
"Hirtella L.","Chrysobalanaceae","GENUS","1"
"Hoffmannia Sw.","Rubiaceae","GENUS","1"
"Hookeriopsis obtusifolia E.B.Bartram","Pilotrichaceae","SPECIES","1"
"Huperzia Bernh.","Lycopodiaceae","GENUS","1"
"Hydrocotyle L.","Araliaceae","GENUS","1"
"Hylocereus undatus (Haw.) Britton & Rose","Cactaceae","SPECIES","1"
"Hymenachne amplexicaulis (Rudge) Nees","Poaceae","SPECIES","1"
"Hymenophyllum dependens C.V.Morton","Hymenophyllaceae","SPECIES","1"
"Hymenophyllum fucoides (Sw.) Sw.","Hymenophyllaceae","SPECIES","1"
"Hymenophyllum jamesonii Hook.","Hymenophyllaceae","SPECIES","1"
"Hymenophyllum ruizianum (Klotzsch) Kunze","Hymenophyllaceae","SPECIES","1"
"Hyospathe elegans Mart.","Arecaceae","SPECIES","1"
"Hypericaceae","Hypericaceae","FAMILY","1"
"Hypericum L.","Hypericaceae","GENUS","1"
"Hypopterygium tamariscinum (Hedw.) Brid.","Hypopterygiaceae","SPECIES","1"
"Hyptis atrorubens Poit.","Lamiaceae","SPECIES","1"
"Hyptis capitata Jacq.","Lamiaceae","SPECIES","1"
"Ichnanthus P.Beauv.","Poaceae","GENUS","1"
"Ilex laurina Kunth","Aquifoliaceae","SPECIES","1"
"Ilex Tourn. ex L.","Aquifoliaceae","GENUS","1"
"Impatiens balsamina L.","Balsaminaceae","SPECIES","1"
"Impatiens hawkeri W.Bull","Balsaminaceae","SPECIES","1"
"Indigofera hirsuta L.","Fabaceae","SPECIES","1"
"Indigofera lespedezioides Kunth","Fabaceae","SPECIES","1"
"Indigofera spicata Forssk.","Fabaceae","SPECIES","1"
"Inga glomeriflora Ducke","Fabaceae","SPECIES","1"
"Inga oerstediana Benth.","Fabaceae","SPECIES","1"
"Inga vera subsp. spuria (Humb. & Bonpl. ex Willd.) J.León","Fabaceae","SUBSPECIES","1"
"Ipomea All.","Convolvulaceae","GENUS","1"
"Ipomoea cholulensis Kunth","Convolvulaceae","SPECIES","1"
"Ipomoea nil (L.) Roth","Convolvulaceae","SPECIES","1"
"Ipomoea quamoclit L.","Convolvulaceae","SPECIES","1"
"Ipomoea tricolor Cav.","Convolvulaceae","SPECIES","1"
"Iris domestica (L.) Goldblatt & Mabb.","Iridaceae","SPECIES","1"
"Isoetes L.","Isoetaceae","GENUS","1"
"Isoloma Decne.","Gesneriaceae","GENUS","1"
"Ixora macrothyrsa (Teijsm. & Binn.) N.E.Br.","Rubiaceae","SPECIES","1"
"Jacquemontia pentantha (Jacq.) G.Don","Convolvulaceae","SPECIES","1"
"Jacquemontia pentanthos (Jacq.) G.Don","Convolvulaceae","SPECIES","1"
"Jalcophila colombiana S.Díaz & C.Vélez","Asteraceae","SPECIES","1"
"Jamesonia Hook. & Grev.","Pteridaceae","GENUS","1"
"Jamesonia verticalis Kunze","Pteridaceae","SPECIES","1"
"Jasminum simplicifolium G.Forst.","Oleaceae","SPECIES","1"
"Jatropha gossypiifolia L.","Euphorbiaceae","SPECIES","1"
"Jatropha L.","Euphorbiaceae","GENUS","1"
"Juncus bufonius L.","Juncaceae","SPECIES","1"
"Justicia L.","Acanthaceae","GENUS","1"
"Justicia scheidweileri V.A.W.Graham","Acanthaceae","SPECIES","1"
"Kalbreyeriella rostellata Lindau","Acanthaceae","SPECIES","1"
"Kigelia pinnata (Jacq.) DC.","Bignoniaceae","SPECIES","1"
"Killipia Gleason","Melastomataceae","GENUS","1"
"Kohleria inaequalis var. ocellata (Hook.) L.P.Kvist & L.E.Skog","Gesneriaceae","VARIETY","1"
"Kyllinga brevifolia Rottb.","Cyperaceae","SPECIES","1"
"Lachemilla pectinata (Kunth) Rothm.","Rosaceae","SPECIES","1"
"Lactuca sativa L.","Asteraceae","SPECIES","1"
"Lafoensia punicifolia Bertero ex DC.","Lythraceae","SPECIES","1"
"Lafoensia speciosa (Kunth) DC.","Lythraceae","SPECIES","1"
"Langsdorffia hypogaea Mart.","Balanophoraceae","SPECIES","1"
"Lantana ×armata Schauer","Verbenaceae","SPECIES","1"
"Lantana camara subsp. aculeata (L.) R.W.Sanders","Verbenaceae","SUBSPECIES","1"
"Lantana fucata Lindl.","Verbenaceae","SPECIES","1"
"Lantana glandulosissima Hayek","Verbenaceae","SPECIES","1"
"Lantana horrida Kunth","Verbenaceae","SPECIES","1"
"Lantana L.","Verbenaceae","GENUS","1"
"Lasiacis ligulata Hitchc. & Chase","Poaceae","SPECIES","1"
"Lasiacis sorghoidea (Ham.) Hitchc. & Chase","Poaceae","SPECIES","1"
"Leandra Raddi","Melastomataceae","GENUS","1"
"Lecythidaceae","Lecythidaceae","FAMILY","1"
"Lellingeria myosuroides (Sw.) A.R.Sm. & R.C.Moran","Polypodiaceae","SPECIES","1"
"Leonotis nepetifolia (L.) R.Br.","Lamiaceae","SPECIES","1"
"Lepanthes giraldoi Luer","Orchidaceae","SPECIES","1"
"Lepanthes manabina Dodson","Orchidaceae","SPECIES","1"
"Lepanthopsis acuminata Ames","Orchidaceae","SPECIES","1"
"Lepechinia bullata (Kunth) Epling","Lamiaceae","SPECIES","1"
"Lepidopilum brevipes Mitt.","Pilotrichaceae","SPECIES","1"
"Leucaena trichodes (Jacq.) Benth.","Fabaceae","SPECIES","1"
"Leucobryum antillarum Schimp. ex Besch.","Leucobryaceae","SPECIES","1"
"Leucobryum giganteum C.Müller, 1848","Leucobryaceae","SPECIES","1"
"Leucocarpus perfoliatus (Kunth) Benth.","Phrymaceae","SPECIES","1"
"Libidibia punctata (Willd.) Britton","Fabaceae","SPECIES","1"
"Licania Aubl.","Chrysobalanaceae","GENUS","1"
"Licania tomentosa (Benth.) Fritsch","Chrysobalanaceae","SPECIES","1"
"Licaria armeniaca (Nees) Kosterm.","Lauraceae","SPECIES","1"
"Licaria Aubl.","Lauraceae","GENUS","1"
"Licuala grandis (T.Moore) H.Wendl.","Arecaceae","SPECIES","1"
"Ligustrum sinense Lour.","Oleaceae","SPECIES","1"
"Lilium formosanum A.Wallace","Liliaceae","SPECIES","1"
"Lippia L.","Verbenaceae","GENUS","1"
"Lockhartia longifolia (Lindl.) Schltr.","Orchidaceae","SPECIES","1"
"Lophospermum D.Don ex R.Taylor","Plantaginaceae","GENUS","1"
"Loricaria colombiana Cuatrec.","Asteraceae","SPECIES","1"
"Lourteigia ballotifolia (Kunth) R.M.King & H.Rob.","Asteraceae","SPECIES","1"
"Lozania mutisiana Schult.","Lacistemataceae","SPECIES","1"
"Lycopodium dichaeoides Maxon","Lycopodiaceae","SPECIES","1"
"Lycopodium thyoides Humb. & Bonpl. ex Willd.","Lycopodiaceae","SPECIES","1"
"Lycoseris mexicana (L.fil.) Cass.","Asteraceae","SPECIES","1"
"Lythrum maritimum Kunth","Lythraceae","SPECIES","1"
"Macleania Hook.","Ericaceae","GENUS","1"
"Macleania pubiflora Benth.","Ericaceae","SPECIES","1"
"Macromitrium Brid.","Orthotrichaceae","GENUS","1"
"Macromitrium regnellii Hampe","Orthotrichaceae","SPECIES","1"
"Macromitrium sharpii H.A.Crum ex Vitt","Orthotrichaceae","SPECIES","1"
"Macromitrium trachypodium Mitt.","Orthotrichaceae","SPECIES","1"
"Macroptilium lathyroides (L.) Urb.","Fabaceae","SPECIES","1"
"Malaxis crispifolia (Rchb.f.) Kuntze","Orchidaceae","SPECIES","1"
"Malpighia emarginata DC.","Malpighiaceae","SPECIES","1"
"Mandevilla bogotensis (Kunth) Woodson","Apocynaceae","SPECIES","1"
"Mandevilla Lindl.","Apocynaceae","GENUS","1"
"Mandevilla subsagittata (Ruiz & Pav.) Woodson","Apocynaceae","SPECIES","1"
"Mandevilla veraguensis Hemsl.","Apocynaceae","SPECIES","1"
"Manettia coccocypseloides Wernham","Rubiaceae","SPECIES","1"
"Manettia Mutis ex L.","Rubiaceae","GENUS","1"
"Marchantia L.","Marchantiaceae","GENUS","1"
"Marsdenia R.Br.","Apocynaceae","GENUS","1"
"Masdevallia amanda Rchb.f. & Warsz.","Orchidaceae","SPECIES","1"
"Masdevallia caesia Roezl","Orchidaceae","SPECIES","1"
"Masdevallia picturata Rchb.f.","Orchidaceae","SPECIES","1"
"Masdevallia Ruiz & Pav.","Orchidaceae","GENUS","1"
"Matelea humboldtiana Spellman & Morillo","Apocynaceae","SPECIES","1"
"Matisia floccosa Fern.Alonso","Malvaceae","SPECIES","1"
"Matisia Humb. & Bonpl.","Malvaceae","GENUS","1"
"Maurandya lophospermum L.H.Bailey","Plantaginaceae","SPECIES","1"
"Mauria ferruginea Tul.","Anacardiaceae","SPECIES","1"
"Maxillaria lepidota Lindl.","Orchidaceae","SPECIES","1"
"Maytenus novogranatensis Cuatrec.","Celastraceae","SPECIES","1"
"Medicago sativa L.","Fabaceae","SPECIES","1"
"Megaskepasma erythrochlamys Lindau","Acanthaceae","SPECIES","1"
"Meliosma Blume","Sabiaceae","GENUS","1"
"Meliosma boliviensis Cuatrec.","Sabiaceae","SPECIES","1"
"Meliosma occidentalis Cuatrec.","Sabiaceae","SPECIES","1"
"Melochia lupulina Sw.","Malvaceae","SPECIES","1"
"Melpomene xiphopteroides (Liebm.) A.R.Sm. & R.C.Moran","Polypodiaceae","SPECIES","1"
"Mendoncia glabrescens Leonard","Acanthaceae","SPECIES","1"
"Mendoncia gracilis Turrill","Acanthaceae","SPECIES","1"
"Mendoncia orbicularis Turrill","Acanthaceae","SPECIES","1"
"Mendoncia retusa Turrill","Acanthaceae","SPECIES","1"
"Meriania hoyosii (Wurdack) Almeda & Penneys","Melastomataceae","SPECIES","1"
"Meriania longifolia (Naudin) Cogn.","Melastomataceae","SPECIES","1"
"Meriania macrophylla (Benth.) Triana","Melastomataceae","SPECIES","1"
